post_id,date,platform,content_type,campaign,followers,impressions,likes,comments,shares,saves,clicks,new_followers,engagement_rate
5028,2024-10-14,YouTube,Story,FanEngagement,3804482,417240,60855,4828,2345,3525,11137,2,16.3043
5029,2024-03-04,Twitter,Image,FanEngagement,702411,113361,11883,1486,182,335,3339,265,11.9538
5030,2024-05-10,Instagram,Video,Merchandise,3724836,360541,21977,3912,931,1943,9829,351,7.4388
5031,2024-04-02,Twitter,Image,Merchandise,1930063,464181,45877,3589,4563,4157,6795,405,11.6396
5032,2024-10-24,Twitter,Reel,FanEngagement,2213142,327987,28626,2969,1607,600,9514,307,10.123
5033,2024-03-11,YouTube,Reel,NBA_Playoffs,4855502,410788,32415,3155,1120,1733,8181,54,8.9316
5034,2024-11-16,Twitter,Reel,Summer2024,1214902,137011,19033,2071,1235,907,6778,500,16.3045
5035,2024-02-01,YouTube,Video,Merchandise,3194332,210312,29632,1606,1088,2146,16437,417,15.3705
5036,2024-05-28,TikTok,Image,FanEngagement,3411435,378748,56062,7024,3244,4295,18459,90,17.513
5037,2024-07-18,Facebook,Story,NewSeason,2044368,44047,1695,219,59,57,3304,296,4.4793
5038,2024-10-26,Twitter,Reel,NewSeason,2070803,360387,33777,1913,1905,2990,7217,19,10.4318
5039,2024-12-01,Twitter,Video,NewSeason,818210,73604,7647,964,130,446,2172,166,11.8757
5040,2024-12-08,Facebook,Video,FanEngagement,2794279,87596,13096,1614,132,965,6431,255,16.9437
5041,2024-11-10,TikTok,Story,Summer2024,462517,394689,10266,784,993,647,17092,146,3.0513
5042,2024-05-02,TikTok,Post,NewSeason,1358590,224428,18134,1604,1049,1128,17899,112,9.2622
5043,2024-03-12,Instagram,Video,NBA_Playoffs,1840977,122609,11135,1665,466,509,5059,222,10.8198
5044,2024-07-01,TikTok,Image,Summer2024,4606801,180754,16258,1001,781,1534,11449,308,9.9804
5045,2024-03-17,YouTube,Reel,Merchandise,1172628,143310,6704,1251,477,723,2930,487,5.8837
5046,2024-11-10,Facebook,Post,Merchandise,4369550,103471,11962,900,341,810,1900,56,12.7601
5047,2024-01-11,Twitter,Story,FanEngagement,3470829,237208,32590,3864,2765,2944,14501,368,16.5336
5048,2024-12-30,Twitter,Story,NewSeason,2891871,158519,18340,3529,721,1471,6446,52,14.2507
5049,2024-12-21,Twitter,Video,NewSeason,3493082,420647,37200,4574,764,898,12995,198,10.1125
5050,2024-08-07,Facebook,Story,Merchandise,1946366,300835,43002,8383,2474,2456,7509,50,17.9032
5051,2024-04-08,Instagram,Post,Summer2024,2914100,291869,31611,3967,1670,1827,16837,355,12.7619
5052,2024-04-05,TikTok,Story,Summer2024,4127764,333317,9740,712,365,302,3489,120,3.2453
5053,2024-09-21,YouTube,Reel,NBA_Playoffs,4601518,17258,1441,166,68,135,1110,326,9.7056
5054,2024-01-22,Facebook,Post,FanEngagement,3187266,341083,34534,3347,2553,699,20934,322,11.8546
5055,2024-12-05,Instagram,Post,FanEngagement,2250576,116673,13635,2716,430,837,2709,170,14.3829
5056,2024-02-09,Instagram,Image,Summer2024,1022741,463773,65577,8283,687,1601,4771,275,16.074
5057,2024-01-29,Twitter,Image,NBA_Playoffs,3021043,124621,4618,346,271,200,7514,196,4.2007
5058,2024-09-27,Instagram,Post,Merchandise,264343,153812,11567,701,580,1198,1705,47,8.3531
5059,2024-04-02,Facebook,Reel,Merchandise,2220909,425069,34240,3522,2084,3153,27131,463,9.374
5060,2024-01-23,TikTok,Image,Merchandise,3299733,220526,13704,2198,772,1136,9964,236,7.561
5061,2024-08-26,TikTok,Video,NBA_Playoffs,1661329,64501,4851,416,479,122,3754,460,8.9084
5062,2024-04-12,Facebook,Video,FanEngagement,1072366,390017,31276,5482,483,2786,22255,79,9.5486
5063,2024-11-07,Facebook,Video,FanEngagement,2167241,408857,48921,7899,2388,2444,19453,193,14.4813
5064,2024-07-29,TikTok,Reel,NewSeason,1017525,146779,6099,766,65,125,10755,6,4.7214
5065,2024-05-14,Instagram,Image,FanEngagement,1615285,235538,20344,2509,382,1948,6316,415,9.8647
5066,2024-03-16,Twitter,Image,NBA_Playoffs,2737295,445114,50769,7587,2985,2147,19434,399,13.781
5067,2024-04-30,Twitter,Image,NBA_Playoffs,2262936,173754,4478,453,92,310,6226,275,2.8909
5068,2024-01-22,TikTok,Reel,Summer2024,433315,19737,443,45,7,52,929,195,2.508
5069,2024-11-07,Twitter,Story,FanEngagement,2012642,327709,15724,3037,1511,1113,16533,146,6.186
5070,2024-10-28,Instagram,Image,FanEngagement,3272427,482772,65849,4143,2555,5921,26231,346,15.0272
5071,2024-09-14,YouTube,Video,Summer2024,4044230,195268,16554,1668,654,1898,4850,260,9.6667
5072,2024-04-08,Twitter,Post,NBA_Playoffs,4130519,29426,3133,409,108,184,2215,163,12.404
5073,2024-11-19,Instagram,Video,NBA_Playoffs,4553887,46948,2431,255,240,213,3271,281,6.2324
5074,2024-04-25,Facebook,Image,Merchandise,1359220,499649,36166,3326,1413,889,21432,414,8.1867
5075,2024-09-06,TikTok,Image,NBA_Playoffs,328891,36010,941,98,43,51,2351,423,3.0047
5076,2024-04-04,YouTube,Reel,Summer2024,3977657,303830,15277,2200,886,1647,6548,331,6.0438
5077,2024-08-02,TikTok,Reel,NewSeason,12216,228685,25240,2400,1400,2060,8501,312,12.6987
5078,2024-02-21,Facebook,Reel,FanEngagement,722558,430842,49897,6657,2971,1644,6930,8,13.816
5079,2024-08-08,TikTok,Story,Merchandise,2561991,116015,7765,1330,93,538,2972,101,7.9197
5080,2024-05-14,TikTok,Image,Summer2024,4860740,454433,67097,4709,4472,4079,22958,264,16.7853
5081,2024-06-12,TikTok,Video,FanEngagement,3320927,286983,21855,1913,842,1037,14751,195,8.5754
5082,2024-01-15,Facebook,Image,NBA_Playoffs,3500063,425261,54243,7331,4252,4688,14324,175,15.479
5083,2024-01-06,YouTube,Image,Summer2024,1672203,420304,53926,7021,3761,4896,27066,188,15.3955
5084,2024-05-28,TikTok,Image,NewSeason,822593,377980,49657,2774,2810,5178,11459,285,14.6148
5085,2024-11-07,YouTube,Image,Summer2024,1573835,232028,26501,1975,1344,3023,17069,259,12.8519
5086,2024-09-11,Twitter,Story,Summer2024,4900102,438947,47900,8214,1072,5543,6816,285,13.028
5087,2024-02-14,Instagram,Reel,FanEngagement,4129450,237935,25342,1720,768,616,3266,469,11.6965
5088,2024-02-03,TikTok,Image,FanEngagement,4188414,164002,10088,1649,338,679,8681,257,7.3627
5089,2024-01-10,Facebook,Post,Summer2024,531515,15821,1862,337,33,81,1081,351,14.1078
5090,2024-10-07,Twitter,Video,NewSeason,4948946,10663,567,29,10,57,291,403,5.6832
5091,2024-06-30,YouTube,Image,Summer2024,4695647,454197,51984,3207,1221,5031,34397,136,12.4202
5092,2024-12-29,Facebook,Image,FanEngagement,3537461,499373,28748,3064,1626,3218,35820,158,6.696
5093,2024-02-20,TikTok,Post,Merchandise,3141498,474871,51987,6851,4396,2112,17951,168,13.316
5094,2024-09-06,YouTube,Reel,NewSeason,383261,488836,73182,14226,1418,5235,30282,352,18.1709
5095,2024-12-23,Instagram,Post,NBA_Playoffs,135281,454879,39309,3287,3729,4276,31385,192,10.184
5096,2024-10-17,Facebook,Reel,Summer2024,3953533,281332,28852,4813,1271,3135,5484,206,12.4181
5097,2024-03-01,TikTok,Post,Merchandise,3239908,383549,49844,8801,4411,4629,30095,445,16.4401
5098,2024-11-20,TikTok,Video,Merchandise,3569527,365920,44648,4610,4144,4425,27386,375,14.5939
5099,2024-08-18,TikTok,Story,Merchandise,3720415,348921,50228,7035,4614,3467,15271,354,17.7338
5100,2024-08-24,YouTube,Video,Summer2024,2678442,18822,2168,242,47,185,515,243,13.0539
5101,2024-05-02,Twitter,Image,Merchandise,2350801,246170,29639,4554,2768,2723,9940,287,15.0144
5102,2024-08-17,YouTube,Reel,NewSeason,447862,235229,12223,2112,1117,694,16185,1,6.5689
5103,2024-08-23,Facebook,Image,Summer2024,1772534,71935,2062,170,139,147,2928,286,3.296
5104,2024-09-25,YouTube,Image,Merchandise,136294,87186,12887,2143,1221,1016,5856,170,18.6395
5105,2024-04-21,TikTok,Reel,Merchandise,472713,269470,23697,1950,1973,549,13983,298,10.2497
5106,2024-08-01,Instagram,Post,Summer2024,1078685,99788,10881,1603,447,524,6396,150,12.9585
5107,2024-09-08,YouTube,Video,Merchandise,2612833,469142,61226,3089,3620,6671,22465,203,14.4807
5108,2024-12-26,TikTok,Video,Summer2024,3699692,396563,47693,4481,2745,2461,20225,122,13.8487
5109,2024-07-10,Facebook,Image,FanEngagement,404392,324479,17060,1921,387,1528,19010,200,5.969
5110,2024-01-06,TikTok,Image,NewSeason,4250001,319167,22126,2963,1201,626,19129,73,8.2371
5111,2024-08-05,Instagram,Story,FanEngagement,3774985,33435,942,169,15,62,1422,3,3.3677
5112,2024-10-20,Facebook,Story,Merchandise,1341251,376612,51127,6209,872,3659,19801,478,15.4557
5113,2024-02-10,Instagram,Image,NBA_Playoffs,2042511,55858,8323,1143,381,427,1304,159,17.6286
5114,2024-08-30,TikTok,Video,Summer2024,2005834,155855,4938,970,448,225,2518,208,4.0781
5115,2024-06-16,Facebook,Story,NewSeason,730506,423874,62814,12170,5486,7120,14334,300,18.9844
5116,2024-11-13,Instagram,Reel,NewSeason,740857,183945,19362,2147,234,767,4412,262,11.8204
5117,2024-07-23,TikTok,Story,Merchandise,2801509,11001,297,56,9,15,802,162,3.2906
5118,2024-02-14,Instagram,Video,Merchandise,3476350,192832,9647,858,113,571,7802,218,5.5063
5119,2024-11-16,TikTok,Reel,Merchandise,841180,432100,56165,5038,2123,3045,12609,438,14.6554
5120,2024-05-20,Facebook,Post,FanEngagement,4908776,34988,3815,371,156,85,392,135,12.41
5121,2024-09-23,Twitter,Story,Summer2024,2336054,21592,3091,330,88,109,1290,326,16.2514
5122,2024-04-14,TikTok,Story,Summer2024,1224518,482067,38203,2191,1410,3268,8320,88,8.6718
5123,2024-09-21,TikTok,Story,NBA_Playoffs,2235339,397542,32346,1742,2099,963,26261,331,9.1027
5124,2024-11-06,Instagram,Story,Summer2024,807461,201902,26579,2282,1883,3035,11330,418,15.2272
5125,2024-10-25,TikTok,Image,NewSeason,1855736,71304,9501,1085,513,936,1267,355,15.5657
5126,2024-10-20,YouTube,Image,NewSeason,917157,74399,6428,1038,511,130,882,88,10.7219
5127,2024-09-19,Twitter,Post,Summer2024,1787109,478847,67073,9950,1696,3783,18680,292,16.4393
5128,2024-07-23,Instagram,Reel,FanEngagement,1036307,358556,40512,4679,2196,4090,5967,72,13.2161
5129,2024-04-26,YouTube,Image,NBA_Playoffs,2746959,297222,10691,1707,454,301,10739,180,4.324
5130,2024-08-23,TikTok,Image,Merchandise,1161638,377626,22824,2353,1931,506,10983,475,7.1785
5131,2024-02-23,Instagram,Post,NewSeason,2245217,416956,32530,4048,2538,2046,9008,341,9.3813
5132,2024-02-09,YouTube,Post,NBA_Playoffs,4507660,342063,12559,1165,744,1271,5737,99,4.2296
5133,2024-09-06,TikTok,Image,Merchandise,42787,112114,9867,1756,351,1052,8660,456,10.6802
5134,2024-03-24,TikTok,Image,NBA_Playoffs,1836223,476117,18129,1282,440,1147,19858,445,4.1694
5135,2024-09-19,YouTube,Image,FanEngagement,669322,84131,5405,354,220,181,3912,248,7.1068
5136,2024-06-26,YouTube,Story,FanEngagement,72294,146503,7846,725,142,489,3668,137,5.9473
5137,2024-08-22,Instagram,Video,NewSeason,4927575,158049,16880,929,1219,645,5450,90,12.0393
5138,2024-05-17,YouTube,Image,NBA_Playoffs,2517407,439215,24121,3151,744,2235,8041,486,6.3787
5139,2024-01-03,YouTube,Story,NewSeason,4624822,342884,37942,4455,1465,3828,15288,367,12.7921
5140,2024-12-08,YouTube,Video,NewSeason,3788814,15464,2141,243,88,195,266,219,15.9855
5141,2024-06-02,Twitter,Image,Summer2024,1647367,346704,44467,5181,944,3613,10390,474,14.5923
5142,2024-09-22,TikTok,Image,NewSeason,2109852,307428,44779,5124,1852,5040,21828,350,16.8348
5143,2024-08-05,Twitter,Video,NewSeason,4619919,70997,8140,1457,491,201,1582,370,14.2091
5144,2024-10-31,TikTok,Post,Summer2024,4217193,270703,37002,2799,489,3800,9460,320,14.8835
5145,2024-05-20,Instagram,Video,Merchandise,1219601,103514,10618,1611,575,299,1394,80,12.3693
5146,2024-10-27,TikTok,Post,NBA_Playoffs,4877101,6889,287,18,3,25,149,245,4.4709
5147,2024-07-03,YouTube,Post,NBA_Playoffs,3899068,300984,44200,5993,2480,3206,10024,313,17.5003
5148,2024-08-08,Facebook,Image,NBA_Playoffs,294775,122651,5294,400,76,108,6796,242,4.7044
5149,2024-09-03,Instagram,Video,NBA_Playoffs,4490804,55586,4657,782,67,270,1831,150,9.9054
5150,2024-09-18,TikTok,Video,Merchandise,4724749,418437,40219,6968,987,3517,20040,59,11.5128
5151,2024-03-12,Facebook,Video,NBA_Playoffs,4290082,219443,30531,5933,364,2358,11767,233,16.7825
5152,2024-02-26,Facebook,Post,NewSeason,872353,409554,31726,3362,1981,832,15728,426,9.0511
5153,2024-08-29,YouTube,Reel,NBA_Playoffs,1065554,366372,23707,3579,1651,524,6373,161,7.8983
5154,2024-09-16,YouTube,Post,FanEngagement,2352806,274226,30067,2716,921,1008,13575,350,12.2906
5155,2024-11-17,TikTok,Post,FanEngagement,4122417,40011,2543,500,253,269,2667,374,8.2377
5156,2024-10-31,YouTube,Story,Merchandise,2728098,422107,35050,5893,1303,3054,23575,26,10.0084
5157,2024-11-03,Instagram,Reel,Summer2024,710125,389870,40447,6539,575,2291,9873,417,12.1992
5158,2024-03-17,Twitter,Story,Merchandise,969698,328950,46496,3576,1576,5382,20635,44,15.7009
5159,2024-10-05,Facebook,Story,Merchandise,3649731,221444,11556,2188,1138,981,12549,277,6.7204
5160,2024-02-26,TikTok,Video,FanEngagement,549386,180751,10755,1922,1073,336,13194,267,7.6072
5161,2024-11-09,YouTube,Post,NewSeason,2164108,314214,35264,2369,822,3208,10295,297,12.2385
5162,2024-04-15,Facebook,Video,FanEngagement,1962670,207525,21799,2473,1294,1043,3356,403,12.3195
5163,2024-01-01,TikTok,Story,Summer2024,788855,298177,27159,4986,2290,556,11536,284,11.5485
5164,2024-05-18,Twitter,Image,NewSeason,1983023,84315,5900,979,571,453,5175,41,8.8359
5165,2024-03-02,YouTube,Post,Merchandise,4869309,256390,21812,3262,1903,578,10642,57,10.5219
5166,2024-07-24,Facebook,Story,NBA_Playoffs,4867923,293579,40334,2263,2731,1667,10481,365,15.4398
5167,2024-04-14,Facebook,Post,Merchandise,250075,149703,15002,861,213,1617,1847,2,10.7386
5168,2024-07-24,TikTok,Post,NewSeason,4547684,49961,4914,762,132,575,3630,43,11.6251
5169,2024-03-27,TikTok,Reel,Merchandise,3276163,420027,29411,1546,2717,2646,25005,228,8.0171
5170,2024-10-15,Facebook,Video,NewSeason,4830446,298209,7013,1346,245,502,4238,229,2.8852
5171,2024-02-23,Instagram,Video,Merchandise,3714513,328075,22591,1461,1861,2694,17181,424,7.8985
5172,2024-06-17,Instagram,Post,FanEngagement,1814723,380753,32304,4421,1351,1800,18012,304,10.0002
5173,2024-07-05,Twitter,Video,Merchandise,3655878,202964,23397,2335,2096,2724,5663,236,13.7108
5174,2024-07-29,YouTube,Video,NBA_Playoffs,4348674,288469,25043,1718,1307,2811,15610,285,9.73
5175,2024-01-31,TikTok,Image,NBA_Playoffs,688846,314640,25286,3646,748,1746,20248,61,9.433
5176,2024-05-07,TikTok,Reel,NBA_Playoffs,1459569,172474,10970,1422,222,928,10377,318,7.3136
5177,2024-08-25,Instagram,Image,FanEngagement,3521673,52642,7093,1260,419,460,2379,136,16.6635
5178,2024-07-18,Facebook,Image,NewSeason,3938356,228926,27886,4725,327,1265,12840,71,14.3881
5179,2024-07-29,Facebook,Post,FanEngagement,2657165,261547,8374,844,308,460,8132,225,3.6422
5180,2024-10-31,YouTube,Story,Summer2024,3289488,34431,1826,325,119,213,505,424,6.5929
5181,2024-01-11,Facebook,Video,Merchandise,2817914,160132,22580,2147,1965,1406,8877,472,16.6687
5182,2024-08-03,Facebook,Image,Summer2024,2940678,130060,11928,2072,609,1164,8697,111,11.2325
5183,2024-07-25,YouTube,Video,FanEngagement,3284697,390564,28238,2922,668,1289,12039,7,8.1492
5184,2024-09-03,Twitter,Video,NewSeason,4952770,312283,26293,2909,2397,2586,4559,67,10.1187
5185,2024-08-30,Facebook,Story,Summer2024,3681376,289705,14598,1219,201,1456,11444,261,5.5291
5186,2024-03-12,Instagram,Video,Merchandise,1236980,241921,8604,1432,407,349,17792,330,4.3167
5187,2024-08-02,Twitter,Story,NBA_Playoffs,20258,45494,3636,524,182,385,1548,258,9.5441
5188,2024-08-10,Instagram,Image,NBA_Playoffs,837018,100568,6397,1081,603,655,7485,451,8.0354
5189,2024-03-06,Instagram,Video,Merchandise,1803757,107039,11131,1972,756,1232,1456,166,12.9476
5190,2024-07-23,Twitter,Video,NewSeason,3961421,385940,23215,3879,428,2609,30581,407,7.1312
5191,2024-02-27,Facebook,Image,NBA_Playoffs,660268,179321,12995,2008,387,1364,4023,430,8.5824
5192,2024-04-08,YouTube,Reel,NewSeason,903368,408187,35176,4623,3306,1536,14902,288,10.5601
5193,2024-03-17,Twitter,Video,NewSeason,4933495,218557,11571,2229,601,304,8060,332,6.5891
5194,2024-04-16,YouTube,Image,Summer2024,1122105,85401,2774,454,165,272,1131,1,3.973
5195,2024-02-12,Instagram,Post,NBA_Playoffs,2815218,177274,14823,2895,1246,426,3433,412,10.6976
5196,2024-02-23,Facebook,Video,NBA_Playoffs,4579578,287336,12860,2355,354,276,15975,240,5.4184
5197,2024-06-04,YouTube,Video,Merchandise,2242652,366608,41128,5939,3678,4505,22576,475,13.8418
5198,2024-06-25,YouTube,Reel,NBA_Playoffs,1701402,216469,17029,1115,914,1617,2819,156,8.804
5199,2024-03-03,Facebook,Reel,NewSeason,3737591,179669,12483,2458,1035,1149,3968,2,8.8919
5200,2024-05-29,Instagram,Image,NBA_Playoffs,1505383,68667,3435,666,62,409,2182,111,6.0626
5201,2024-11-02,Twitter,Story,Summer2024,3798794,329666,38465,7218,613,1987,25417,314,14.0433
5202,2024-11-11,Twitter,Reel,Summer2024,4862061,112315,12838,1453,672,1066,2111,324,13.3224
5203,2024-12-21,Instagram,Video,FanEngagement,2070133,40405,1018,57,89,23,2330,134,2.8808
5204,2024-06-18,TikTok,Video,Summer2024,1569774,340895,47744,4616,1940,2802,13373,415,15.9287
5205,2024-01-11,TikTok,Story,Summer2024,1689702,288471,37340,3873,1960,3110,5619,395,14.9661
5206,2024-04-03,YouTube,Image,Merchandise,78454,88306,5675,466,213,413,4248,475,7.1954
5207,2024-11-02,Instagram,Reel,FanEngagement,3665018,188117,15076,2550,577,623,6523,305,9.6764
5208,2024-02-21,Twitter,Post,Merchandise,2160097,223143,11309,689,1002,1098,7581,121,5.8259
5209,2024-10-24,Facebook,Reel,NewSeason,562021,498619,14912,821,832,1310,21233,348,3.3222
5210,2024-03-15,Instagram,Post,NBA_Playoffs,1380314,112926,11696,1052,402,904,3418,232,11.6448
5211,2024-09-25,Facebook,Post,NewSeason,2988815,412651,43918,7323,3565,4107,12827,168,13.2814
5212,2024-03-01,Instagram,Story,NBA_Playoffs,3096842,243991,9334,1506,171,310,14701,245,4.5129
5213,2024-10-23,Instagram,Image,NBA_Playoffs,725702,142462,7188,936,356,708,8037,59,5.9525
5214,2024-06-29,Twitter,Image,Merchandise,2715917,139376,9435,1779,635,327,4662,292,8.5015
5215,2024-03-29,Instagram,Image,FanEngagement,98035,433066,31927,3840,2154,2768,6157,317,8.7564
5216,2024-05-03,TikTok,Post,Summer2024,1803963,134864,9716,1061,141,659,10492,485,8.0956
5217,2024-11-02,Twitter,Post,Summer2024,741587,399859,42268,6174,4043,3165,8426,478,13.1259
5218,2024-04-17,YouTube,Video,Merchandise,2698211,7897,612,87,22,51,256,5,9.13
5219,2024-09-17,Facebook,Video,FanEngagement,1007964,182256,5870,369,277,387,8229,202,3.5752
5220,2024-08-28,TikTok,Image,Summer2024,3304008,486474,19978,2383,1486,1018,32720,424,4.902
5221,2024-07-04,Instagram,Story,NewSeason,3445426,456343,58104,5963,4291,6153,23498,231,14.9795
5222,2024-02-05,Facebook,Image,Summer2024,2493471,137100,9602,786,566,500,4095,409,7.9898
5223,2024-12-01,Instagram,Video,NBA_Playoffs,1203531,74291,2194,312,157,158,5736,152,3.5846
5224,2024-02-10,YouTube,Video,NBA_Playoffs,1084936,29137,4217,764,135,317,1352,364,17.5584
5225,2024-12-25,Twitter,Video,Merchandise,1285138,343739,48092,3497,652,4412,25639,449,15.1979
5226,2024-07-27,Instagram,Reel,FanEngagement,4977083,230988,5989,1016,500,361,10887,356,3.2491
5227,2024-03-25,YouTube,Image,Merchandise,3182148,371928,27202,2541,1945,594,3905,483,8.5199
5228,2024-06-16,TikTok,Reel,NBA_Playoffs,2473189,305263,32241,2508,2254,2571,15686,374,12.1217
5229,2024-04-21,Instagram,Image,Summer2024,3065497,175281,24392,1409,599,1028,10152,101,15.0615
5230,2024-08-07,TikTok,Story,FanEngagement,4887857,117734,9471,1079,635,1056,3636,11,9.5002
5231,2024-09-20,Twitter,Video,NewSeason,1482082,97195,3454,493,115,346,7452,386,4.1792
5232,2024-06-26,TikTok,Image,Summer2024,3155550,168912,24912,1853,1138,2912,10391,332,16.5193
5233,2024-06-11,YouTube,Story,NewSeason,16694,81808,5757,1086,205,326,2837,267,8.6153
5234,2024-08-24,Twitter,Reel,Summer2024,1343610,79011,11700,1467,940,908,6104,296,17.8545
5235,2024-12-30,Twitter,Post,Merchandise,3418394,460532,32448,4438,366,750,24993,174,8.0889
5236,2024-05-25,Twitter,Post,NewSeason,2624219,385963,17536,1702,1217,1660,15348,485,5.2997
5237,2024-04-29,Facebook,Video,FanEngagement,3744335,10364,827,61,76,74,753,23,9.3014
5238,2024-11-28,Facebook,Video,NBA_Playoffs,2474593,422475,51643,9449,2573,4202,10931,465,15.0695
5239,2024-09-19,TikTok,Reel,Merchandise,708880,25720,3627,457,227,412,1647,12,16.7613
5240,2024-05-31,Facebook,Story,NBA_Playoffs,4675152,397948,31089,2872,434,947,12539,495,8.6431
5241,2024-12-14,Instagram,Story,Summer2024,4306918,451645,53490,8963,2763,5428,28524,433,14.4397
5242,2024-11-08,Instagram,Story,FanEngagement,4949075,436205,17831,2473,1678,712,23656,298,5.0394
5243,2024-10-10,Instagram,Video,FanEngagement,4401424,148824,16022,1541,849,967,3942,5,12.3717
5244,2024-08-29,YouTube,Post,NewSeason,849359,160786,5357,520,532,415,10242,455,3.986
5245,2024-08-27,YouTube,Story,NBA_Playoffs,3198109,258075,32719,3877,628,1754,16646,143,14.4237
5246,2024-10-11,TikTok,Reel,FanEngagement,2891763,434751,32384,4941,619,1608,16431,334,8.7278
5247,2024-09-22,Instagram,Video,FanEngagement,3105849,309100,38764,7697,869,1049,13784,220,15.3122
5248,2024-09-08,YouTube,Reel,NewSeason,4603927,86950,5294,771,182,497,1924,44,7.1846
5249,2024-01-14,Instagram,Video,Summer2024,1398574,345994,48476,9219,2768,4331,22471,292,17.4752
5250,2024-01-28,Instagram,Story,Summer2024,721674,48052,5593,317,97,365,1508,132,12.501
5251,2024-12-17,YouTube,Video,NewSeason,3995215,299143,22945,4568,2025,1087,5702,398,9.8742
5252,2024-02-04,YouTube,Video,NBA_Playoffs,1459660,136031,8416,1296,200,888,5910,4,7.2866
5253,2024-01-23,YouTube,Video,FanEngagement,4914520,95603,7645,1120,326,358,2248,355,9.5091
5254,2024-05-20,Facebook,Image,NewSeason,1507063,355864,21439,2557,2042,1256,25428,322,7.3168
5255,2024-07-26,Facebook,Story,FanEngagement,3670561,319009,32335,6087,327,3152,7081,235,12.1467
5256,2024-12-24,Twitter,Image,NBA_Playoffs,984213,378575,53441,7866,5230,3787,14657,354,17.5756
5257,2024-05-21,Twitter,Image,NewSeason,2949414,121890,11662,2237,1034,287,2689,457,12.2512
5258,2024-06-13,Instagram,Image,Merchandise,3276382,368239,48390,6060,4649,3663,10861,477,16.0491
5259,2024-04-12,Twitter,Reel,Merchandise,3532362,363927,13517,1443,1314,1240,10668,459,4.4718
5260,2024-08-22,Facebook,Video,NewSeason,473307,139398,7977,789,328,874,7570,85,6.5238
5261,2024-01-11,TikTok,Video,FanEngagement,4538728,404845,50172,3480,3587,1738,31197,8,14.1385
5262,2024-08-29,Instagram,Image,Merchandise,4509098,5489,410,50,33,13,157,160,8.9816
5263,2024-11-08,Facebook,Image,Summer2024,1246851,79242,3449,260,74,257,3004,10,4.774
5264,2024-04-21,Twitter,Story,Merchandise,1474017,376858,51444,4328,2805,2188,10602,137,15.5435
5265,2024-09-21,Instagram,Reel,Summer2024,1807498,292606,25824,3786,447,2472,14889,304,10.2722
5266,2024-12-09,Facebook,Post,NBA_Playoffs,1386415,113519,12390,975,320,1411,3527,386,12.0553
5267,2024-10-25,TikTok,Video,Merchandise,4766951,234154,7151,902,131,507,5567,479,3.4951
5268,2024-08-16,Instagram,Image,NBA_Playoffs,2677634,376222,53741,9582,927,2471,21196,422,17.0777
5269,2024-03-08,Facebook,Story,FanEngagement,1304638,251649,5945,342,200,425,13269,348,2.5778
5270,2024-05-10,YouTube,Reel,NewSeason,1396635,477353,20413,2071,1458,1331,5837,251,5.0156
5271,2024-11-27,Facebook,Post,NewSeason,447946,276072,13130,2583,1123,1374,5563,25,6.0984
5272,2024-11-27,Instagram,Reel,Summer2024,4629908,130248,2638,508,142,304,8110,195,2.5244
5273,2024-07-01,TikTok,Story,Merchandise,4888472,273005,21138,2599,389,1973,16774,239,8.8372
5274,2024-06-19,Twitter,Image,NBA_Playoffs,1875482,263951,12549,2069,791,297,7196,370,5.8378
5275,2024-06-16,YouTube,Story,Summer2024,3674302,312502,35963,5461,1843,3459,23948,86,13.8454
5276,2024-03-19,TikTok,Post,Summer2024,378397,242915,23982,2640,843,565,12196,314,11.3064
5277,2024-05-14,Facebook,Image,NBA_Playoffs,1124269,396507,31360,3575,2769,2874,28888,228,9.509
5278,2024-08-31,Twitter,Video,Summer2024,200796,34366,1189,116,47,106,1437,446,3.9341
5279,2024-07-07,Facebook,Reel,NBA_Playoffs,948527,23615,3204,378,119,159,1379,404,15.6722
5280,2024-01-22,YouTube,Post,Merchandise,4128429,498652,18041,1980,1199,1297,34426,364,4.2555
5281,2024-01-10,YouTube,Video,NBA_Playoffs,1399999,151138,22359,3048,496,1955,9239,500,17.1386
5282,2024-04-24,Instagram,Post,NBA_Playoffs,2548761,64260,8789,1072,858,860,3822,404,16.6807
5283,2024-11-16,Instagram,Image,Merchandise,1638391,29716,3597,303,341,408,693,189,14.2718
5284,2024-05-07,Facebook,Image,Summer2024,3709564,386696,18795,1365,1390,1069,22662,406,5.5729
5285,2024-11-16,Facebook,Post,Merchandise,4585644,57794,6949,911,508,531,4578,236,14.479
5286,2024-11-24,Twitter,Image,NBA_Playoffs,4903130,70821,9470,1156,127,748,5205,120,15.1833
5287,2024-04-17,YouTube,Post,FanEngagement,4858225,50358,5125,578,65,590,3431,287,11.454
5288,2024-04-23,TikTok,Image,Summer2024,4563697,34336,4487,613,413,428,1654,245,16.056
5289,2024-12-23,Instagram,Reel,FanEngagement,4521362,394102,28731,5200,950,2945,20123,61,8.8508
5290,2024-01-22,YouTube,Story,Summer2024,897437,180856,9794,734,783,367,6040,235,6.2541
5291,2024-09-15,Twitter,Video,Summer2024,399764,276475,23296,2344,864,2456,3084,82,9.5864
5292,2024-12-19,TikTok,Image,FanEngagement,3133346,83959,2930,297,280,201,6479,497,4.177
5293,2024-03-02,Twitter,Image,Summer2024,2244775,117185,6718,1069,299,714,5618,213,6.9002
